uniqID,strain,cmpd,dose,time,rep,value,peptides
g0178,WT,DMSO,0,8,1,182.03,
g0178,WT,DMSO,0,8,2,174.0954,
g0178,WT,DMSO,0,8,3,197.8408,
g0178,WT,drugA,1.25,16,1,196.3527,
g0178,WT,drugA,1.25,16,2,208.0628,
g0178,WT,drugA,1.25,16,3,231.1118,
g0178,WT,drugA,2.5,16,1,200.0998,
g0178,WT,drugA,2.5,16,2,203.1821,
g0178,WT,drugA,2.5,16,3,217.8155,
g0178,WT,drugA,5,16,1,210.8039,
g0178,WT,drugA,5,16,2,218.6819,
g0178,WT,drugA,5,16,3,212.4483,
g0178,WT,drugA,10,16,1,203.1327,
g0178,WT,drugA,10,16,2,214.1103,
g0178,WT,drugA,10,16,3,229.4699,
g0178,WT,drugA,20,16,1,193.4342,
g0178,WT,drugA,20,16,2,244.1419,
g0178,WT,drugA,20,16,3,187.8694,
g0178,WT,drugA,40,16,1,258.535,
g0178,WT,drugA,40,16,2,193.1874,
g0178,WT,drugA,40,16,3,257.669,
g0178,WT,drugA,80,16,1,225.6471,
g0178,WT,drugA,80,16,2,199.5078,
g0178,WT,drugA,80,16,3,201.7088,
g0178,WT,drugB,1.25,16,1,228.5402,
g0178,WT,drugB,1.25,16,2,223.2957,
g0178,WT,drugB,1.25,16,3,192.9994,
g0178,WT,drugB,2.5,16,1,292.7921,
g0178,WT,drugB,2.5,16,2,251.1064,
g0178,WT,drugB,2.5,16,3,233.6209,
g0178,WT,drugB,5,16,1,195.7421,
g0178,WT,drugB,5,16,2,191.425,
g0178,WT,drugB,5,16,3,269.2342,
g0178,WT,drugB,10,16,1,186.9691,
g0178,WT,drugB,10,16,2,230.6206,
g0178,WT,drugB,10,16,3,210.7499,
g0178,WT,drugB,20,16,1,185.4456,
g0178,WT,drugB,20,16,2,229.2637,
g0178,WT,drugB,20,16,3,194.5799,
g0178,WT,drugB,40,16,2,206.9538,
g0178,WT,drugB,40,16,3,194.2872,
g0178,WT,drugB,80,16,1,208.2817,
g0178,WT,drugB,80,16,2,223.7595,
g0178,WT,drugB,80,16,3,198.1669,
g0178,WT,DMSO,0,16,1,245.9089,
g0178,WT,DMSO,0,16,2,206.4459,
g0178,WT,DMSO,0,16,3,235.98,
g0178,WT,drugA,1.25,24,1,205.959,
g0178,WT,drugA,1.25,24,2,226.6829,
g0178,WT,drugA,1.25,24,3,248.9471,
g0178,WT,drugA,2.5,24,1,240.0409,
g0178,WT,drugA,2.5,24,2,245.0133,
g0178,WT,drugA,2.5,24,3,238.1812,
g0178,WT,drugA,5,24,1,223.2286,
g0178,WT,drugA,5,24,2,235.882,
g0178,WT,drugA,5,24,3,245.427,
g0178,WT,drugA,10,24,1,238.7552,
g0178,WT,drugA,10,24,2,201.4606,
g0178,WT,drugA,10,24,3,231.2074,
g0178,WT,drugA,20,24,1,227.2463,
g0178,WT,drugA,20,24,2,201.57,
g0178,WT,drugA,20,24,3,251.7873,
g0178,WT,drugA,40,24,1,173.996,
g0178,WT,drugA,40,24,2,212.4395,
g0178,WT,drugA,40,24,3,235.7815,
g0178,WT,drugA,80,24,1,234.441,
g0178,WT,drugA,80,24,2,191.4714,
g0178,WT,drugA,80,24,3,194.1688,
g0178,WT,drugB,1.25,24,1,218.7569,
g0178,WT,drugB,1.25,24,2,223.8046,
g0178,WT,drugB,1.25,24,3,202.9642,
g0178,WT,drugB,2.5,24,1,192.215,
g0178,WT,drugB,2.5,24,2,204.9107,
g0178,WT,drugB,2.5,24,3,212.915,
g0178,WT,drugB,5,24,1,248.8507,
g0178,WT,drugB,5,24,2,182.3056,
g0178,WT,drugB,5,24,3,178.8782,
g0178,WT,drugB,10,24,1,182.0344,
g0178,WT,drugB,10,24,2,213.9458,
g0178,WT,drugB,10,24,3,228.9063,
g0178,WT,drugB,20,24,1,204.8974,
g0178,WT,drugB,20,24,2,198.0582,
g0178,WT,drugB,20,24,3,204.813,
g0178,WT,drugB,40,24,1,243.2323,
g0178,WT,drugB,40,24,2,191.7202,
g0178,WT,drugB,40,24,3,227.3836,
g0178,WT,drugB,80,24,1,250.1929,
g0178,WT,drugB,80,24,2,241.0959,
g0178,WT,drugB,80,24,3,221.5475,
g0178,WT,DMSO,0,24,1,225.3505,
g0178,WT,DMSO,0,24,2,206.3614,
g0178,WT,DMSO,0,24,3,215.2534,
g0178,mutant,drugA,1.25,0,1,216.4888,
g0178,mutant,drugA,1.25,0,2,172.2636,
g0178,mutant,drugA,1.25,0,3,219.5618,
g0178,mutant,drugA,2.5,0,1,268.2047,
g0178,mutant,drugA,2.5,0,2,239.0645,
g0178,mutant,drugA,2.5,0,3,243.9609,
g0178,mutant,drugA,5,0,1,216.1348,
g0178,mutant,drugA,5,0,2,225.766,
g0178,mutant,drugA,5,0,3,195.3784,
g0178,mutant,drugA,10,0,1,212.7608,
g0178,mutant,drugA,10,0,2,218.6088,
g0178,mutant,drugA,10,0,3,235.4874,
g0178,mutant,drugA,20,0,1,288.9978,
g0178,mutant,drugA,20,0,2,239.5974,
g0178,mutant,drugA,20,0,3,252.3927,
g0178,mutant,drugA,40,0,1,222.0427,
g0178,mutant,drugA,40,0,2,219.9957,
g0178,mutant,drugA,40,0,3,247.596,
g0178,mutant,drugA,80,0,1,235.3226,
g0178,mutant,drugA,80,0,2,197.407,
g0178,mutant,drugA,80,0,3,206.1445,
g0178,mutant,drugB,1.25,0,1,192.2056,
g0178,mutant,drugB,1.25,0,2,215.6689,
g0178,mutant,drugB,1.25,0,3,208.1244,
g0178,mutant,drugB,2.5,0,1,244.5273,
g0178,mutant,drugB,2.5,0,2,208.9195,
g0178,mutant,drugB,2.5,0,3,248.432,
g0178,mutant,drugB,5,0,1,237.5366,
g0178,mutant,drugB,5,0,2,214.8432,
g0178,mutant,drugB,5,0,3,159.9318,
g0178,mutant,drugB,10,0,1,206.2665,
g0178,mutant,drugB,10,0,2,193.5115,
g0178,mutant,drugB,10,0,3,202.3254,
g0178,mutant,drugB,20,0,1,234.724,
g0178,mutant,drugB,20,0,2,197.3648,
g0178,mutant,drugB,20,0,3,207.2027,
g0178,mutant,drugB,40,0,1,200.0033,
g0178,mutant,drugB,40,0,2,226.479,
g0178,mutant,drugB,40,0,3,277.3603,
g0178,mutant,drugB,80,0,1,206.0226,
g0178,mutant,drugB,80,0,2,235.358,
g0178,mutant,drugB,80,0,3,230.459,
g0178,mutant,DMSO,0,0,1,192.8375,
g0178,mutant,DMSO,0,0,2,208.6278,
g0178,mutant,DMSO,0,0,3,214.1499,
g0178,mutant,drugA,1.25,2,1,202.9035,
g0178,mutant,drugA,1.25,2,2,225.8715,
g0178,mutant,drugA,1.25,2,3,192.3673,
g0178,mutant,drugA,2.5,2,1,264.6218,
g0178,mutant,drugA,2.5,2,2,194.723,
g0178,mutant,drugA,2.5,2,3,194.977,
g0178,mutant,drugA,5,2,1,171.9206,
g0178,mutant,drugA,5,2,2,187.8815,
g0178,mutant,drugA,10,2,1,200.0994,
g0178,mutant,drugA,10,2,2,203.4262,
g0178,mutant,drugA,10,2,3,239.8769,
g0178,mutant,drugA,20,2,1,183.8613,
g0178,mutant,drugA,20,2,2,254.4413,
g0178,mutant,drugA,20,2,3,199.1398,
g0178,mutant,drugA,40,2,1,252.166,
g0178,mutant,drugA,40,2,2,215.5843,
g0178,mutant,drugA,40,2,3,187.0044,
g0178,mutant,drugA,80,2,1,189.2473,
g0178,mutant,drugA,80,2,2,228.7776,
g0178,mutant,drugA,80,2,3,236.5704,
g0178,mutant,drugB,1.25,2,1,224.6343,
g0178,mutant,drugB,1.25,2,2,213.82,
g0178,mutant,drugB,1.25,2,3,184.4767,
g0178,mutant,drugB,2.5,2,1,203.8029,
g0178,mutant,drugB,2.5,2,2,202.2918,
g0178,mutant,drugB,2.5,2,3,215.4755,
g0178,mutant,drugB,5,2,1,190.562,
g0178,mutant,drugB,5,2,2,200.8009,
g0178,mutant,drugB,5,2,3,191.2119,
g0178,mutant,drugB,10,2,1,207.5244,
g0178,mutant,drugB,10,2,2,252.6961,
g0178,mutant,drugB,10,2,3,263.1873,
g0178,mutant,drugB,20,2,1,245.2502,
g0178,mutant,drugB,20,2,2,213.8226,
g0178,mutant,drugB,20,2,3,218.2695,
g0178,mutant,drugB,40,2,1,233.7643,
g0178,mutant,drugB,40,2,2,206.1005,
g0178,mutant,drugB,40,2,3,201.1777,
g0178,mutant,drugB,80,2,1,218.4677,
g0178,mutant,drugB,80,2,2,267.0889,
g0178,mutant,drugB,80,2,3,206.2693,
g0178,mutant,DMSO,0,2,1,198.9137,
g0178,mutant,DMSO,0,2,2,232.3404,
g0178,mutant,DMSO,0,2,3,247.5282,
g0178,mutant,drugA,1.25,4,1,251.4623,
g0178,mutant,drugA,1.25,4,2,219.6191,
g0178,mutant,drugA,1.25,4,3,231.4091,
g0178,mutant,drugA,2.5,4,1,248.0431,
g0178,mutant,drugA,2.5,4,2,219.5572,
g0178,mutant,drugA,2.5,4,3,204.4585,
g0178,mutant,drugA,5,4,1,224.4462,
g0178,mutant,drugA,5,4,2,199.5902,
g0178,mutant,drugA,5,4,3,207.2712,
g0178,mutant,drugA,10,4,1,181.934,
g0178,mutant,drugA,10,4,2,214.3355,
g0178,mutant,drugA,10,4,3,186.9803,
g0178,mutant,drugA,20,4,1,194.5626,
g0178,mutant,drugA,20,4,2,239.4323,
g0178,mutant,drugA,20,4,3,183.5926,
g0178,mutant,drugA,40,4,1,239.4895,
g0178,mutant,drugA,40,4,2,237.3375,
g0178,mutant,drugA,40,4,3,222.8539,
g0178,mutant,drugA,80,4,1,251.8701,
g0178,mutant,drugA,80,4,2,211.18,
g0178,mutant,drugA,80,4,3,209.8709,
g0178,mutant,drugB,1.25,4,1,207.0752,
g0178,mutant,drugB,1.25,4,2,223.8314,
g0178,mutant,drugB,1.25,4,3,254.3152,
g0178,mutant,drugB,2.5,4,1,221.1262,
g0178,mutant,drugB,2.5,4,2,216.0213,
g0178,mutant,drugB,2.5,4,3,216.8211,
g0178,mutant,drugB,5,4,1,239.4875,
g0178,mutant,drugB,5,4,2,201.2557,
g0178,mutant,drugB,5,4,3,204.6494,
g0178,mutant,drugB,10,4,1,219.9966,
g0178,mutant,drugB,10,4,2,232.5094,
g0178,mutant,drugB,10,4,3,234.744,
g0178,mutant,drugB,20,4,1,253.3035,
g0178,mutant,drugB,20,4,2,190.5682,
g0178,mutant,drugB,20,4,3,223.2366,
g0178,mutant,drugB,40,4,1,200.8702,
g0178,mutant,drugB,40,4,2,247.636,
g0178,mutant,drugB,40,4,3,206.5913,
g0178,mutant,drugB,80,4,1,227.5975,
g0178,mutant,drugB,80,4,2,258.3632,
g0178,mutant,drugB,80,4,3,203.3488,
g0178,mutant,DMSO,0,4,1,229.0561,
g0178,mutant,DMSO,0,4,2,274.346,
g0178,mutant,DMSO,0,4,3,174.413,
g0178,mutant,drugA,1.25,8,1,187.2636,
g0178,mutant,drugA,1.25,8,2,227.291,
g0178,mutant,drugA,1.25,8,3,167.6231,
g0178,mutant,drugA,2.5,8,1,226.1701,
g0178,mutant,drugA,2.5,8,2,225.2358,
g0178,mutant,drugA,2.5,8,3,215.1012,
g0178,mutant,drugA,5,8,1,291.2135,
g0178,mutant,drugA,5,8,2,207.6833,
g0178,mutant,drugA,5,8,3,230.1681,
g0178,mutant,drugA,10,8,1,200.7256,
g0178,mutant,drugA,10,8,2,205.353,
g0178,mutant,drugA,10,8,3,204.9413,
g0178,mutant,drugA,20,8,1,256.4652,
g0178,mutant,drugA,20,8,2,254.7985,
g0178,mutant,drugA,20,8,3,215.4054,
g0178,mutant,drugA,40,8,1,224.8626,
g0178,mutant,drugA,40,8,2,257.8978,
g0178,mutant,drugA,40,8,3,220.7996,
g0178,mutant,drugA,80,8,1,201.3344,
g0178,mutant,drugA,80,8,2,241.8225,
g0178,mutant,drugA,80,8,3,226.8136,
g0178,mutant,drugB,1.25,8,1,214.5624,
g0178,mutant,drugB,1.25,8,3,199.6512,
g0178,mutant,drugB,2.5,8,1,271.044,
g0178,mutant,drugB,2.5,8,2,219.9867,
g0178,mutant,drugB,2.5,8,3,202.4949,
g0178,mutant,drugB,5,8,1,201.1691,
g0178,mutant,drugB,5,8,2,174.9617,
g0178,mutant,drugB,5,8,3,203.5784,
g0178,mutant,drugB,10,8,1,209.6391,
g0178,mutant,drugB,10,8,2,168.5063,
g0178,mutant,drugB,10,8,3,171.5655,
g0178,mutant,drugB,20,8,1,175.9975,
g0178,mutant,drugB,20,8,2,219.3651,
g0178,mutant,drugB,20,8,3,205.6129,
g0178,mutant,drugB,40,8,1,195.0698,
g0178,mutant,drugB,40,8,2,202.3312,
g0178,mutant,drugB,40,8,3,231.7472,
g0178,mutant,drugB,80,8,1,210.596,
g0178,mutant,drugB,80,8,2,177.6549,
g0178,mutant,drugB,80,8,3,221.1773,
g0178,mutant,DMSO,0,8,1,223.5324,
g0178,mutant,DMSO,0,8,2,244.38,
g0178,mutant,DMSO,0,8,3,242.7242,
g0178,mutant,drugA,1.25,16,1,210.7902,
g0178,mutant,drugA,1.25,16,2,206.77,
g0178,mutant,drugA,1.25,16,3,184.2968,
g0178,mutant,drugA,2.5,16,1,185.3397,
g0178,mutant,drugA,2.5,16,2,217.0734,
g0178,mutant,drugA,2.5,16,3,256.7018,
g0178,mutant,drugA,5,16,1,216.2845,
g0178,mutant,drugA,5,16,2,184.6397,
g0178,mutant,drugA,5,16,3,210.6317,
g0178,mutant,drugA,10,16,1,184.8709,
g0178,mutant,drugA,10,16,2,216.9608,
g0178,mutant,drugA,10,16,3,226.8655,
g0178,mutant,drugA,20,16,1,221.5382,
g0178,mutant,drugA,20,16,2,211.588,
g0178,mutant,drugA,20,16,3,265.1549,
g0178,mutant,drugA,40,16,1,210.8966,
g0178,mutant,drugA,40,16,2,223.1475,
g0178,mutant,drugA,40,16,3,198.1513,
g0178,mutant,drugA,80,16,1,218.9976,
g0178,mutant,drugA,80,16,2,213.8191,
g0178,mutant,drugA,80,16,3,204.602,
g0178,mutant,drugB,1.25,16,1,207.13,
g0178,mutant,drugB,1.25,16,2,210.4317,
g0178,mutant,drugB,1.25,16,3,216.4153,
g0178,mutant,drugB,2.5,16,1,185.2644,
g0178,mutant,drugB,2.5,16,3,202.7985,
g0178,mutant,drugB,5,16,1,235.1126,
g0178,mutant,drugB,5,16,2,238.5442,
g0178,mutant,drugB,10,16,1,251.2888,
g0178,mutant,drugB,10,16,2,195.6219,
g0178,mutant,drugB,10,16,3,167.5834,
g0178,mutant,drugB,20,16,1,217.8085,
g0178,mutant,drugB,20,16,2,180.5353,
g0178,mutant,drugB,20,16,3,277.5756,
g0178,mutant,drugB,40,16,1,214.4085,
g0178,mutant,drugB,40,16,2,230.5855,
g0178,mutant,drugB,40,16,3,228.5687,
g0178,mutant,drugB,80,16,1,221.5887,
g0178,mutant,drugB,80,16,2,210.6398,
g0178,mutant,drugB,80,16,3,205.2987,
g0178,mutant,DMSO,0,16,1,206.4457,
g0178,mutant,DMSO,0,16,2,176.2939,
g0178,mutant,DMSO,0,16,3,241.3341,
g0178,mutant,drugA,1.25,24,1,222.3359,
g0178,mutant,drugA,1.25,24,2,227.4768,
g0178,mutant,drugA,1.25,24,3,186.3552,
g0178,mutant,drugA,2.5,24,1,216.2681,
g0178,mutant,drugA,2.5,24,2,189.2635,
g0178,mutant,drugA,2.5,24,3,223.9576,
g0178,mutant,drugA,5,24,1,198.2021,
g0178,mutant,drugA,5,24,2,189.3272,
g0178,mutant,drugA,5,24,3,196.9492,
g0178,mutant,drugA,10,24,1,200.6798,
g0178,mutant,drugA,10,24,2,223.6046,
g0178,mutant,drugA,10,24,3,237.9889,
g0178,mutant,drugA,20,24,1,230.9148,
g0178,mutant,drugA,20,24,2,230.0321,
g0178,mutant,drugA,20,24,3,181.7034,
g0178,mutant,drugA,40,24,2,231.9902,
g0178,mutant,drugA,40,24,3,207.6208,
g0178,mutant,drugA,80,24,1,208.0335,
g0178,mutant,drugA,80,24,3,180.698,
g0178,mutant,drugB,1.25,24,1,199.2119,
g0178,mutant,drugB,1.25,24,2,213.4535,
g0178,mutant,drugB,1.25,24,3,267.8665,
g0178,mutant,drugB,2.5,24,1,240.1555,
g0178,mutant,drugB,2.5,24,2,205.2891,
g0178,mutant,drugB,2.5,24,3,227.8964,
g0178,mutant,drugB,5,24,1,238.2332,
g0178,mutant,drugB,5,24,2,239.1028,
g0178,mutant,drugB,5,24,3,206.4867,
g0178,mutant,drugB,10,24,1,215.449,
g0178,mutant,drugB,10,24,2,233.2516,
g0178,mutant,drugB,10,24,3,207.5178,
g0178,mutant,drugB,20,24,1,219.0665,
g0178,mutant,drugB,20,24,2,198.7527,
g0178,mutant,drugB,20,24,3,211.2143,
g0178,mutant,drugB,40,24,1,200.8752,
g0178,mutant,drugB,40,24,2,203.3435,
g0178,mutant,drugB,40,24,3,227.866,
g0178,mutant,drugB,80,24,1,181.753,
g0178,mutant,drugB,80,24,2,195.2916,
g0178,mutant,drugB,80,24,3,240.5696,
g0178,mutant,DMSO,0,24,1,196.3232,
g0178,mutant,DMSO,0,24,2,187.3295,
g0178,mutant,DMSO,0,24,3,191.6379,
g0179,WT,drugA,1.25,0,1,1218.1396,
g0179,WT,drugA,2.5,0,1,1230.0713,
g0179,WT,drugA,2.5,0,2,1416.1307,
g0179,WT,drugA,2.5,0,3,1471.7192,
g0179,WT,drugA,5,0,1,1196.6622,
g0179,WT,drugA,5,0,2,1146.6314,
g0179,WT,drugA,5,0,3,1436.9095,
g0179,WT,drugA,10,0,1,1208.4922,
g0179,WT,drugA,10,0,2,1271.9584,
g0179,WT,drugA,10,0,3,1243.2725,
g0179,WT,drugA,20,0,1,1630.8177,
g0179,WT,drugA,20,0,2,1383.8481,
g0179,WT,drugA,20,0,3,1322.5357,
g0179,WT,drugA,40,0,1,1366.8952,
g0179,WT,drugA,40,0,2,1408.6892,
g0179,WT,drugA,40,0,3,1111.7428,
g0179,WT,drugA,80,0,1,1268.9493,
g0179,WT,drugA,80,0,2,1363.712,
g0179,WT,drugA,80,0,3,1200.6786,
g0179,WT,drugB,1.25,0,1,1264.8685,
g0179,WT,drugB,1.25,0,2,1466.4311,
g0179,WT,drugB,1.25,0,3,1465.3571,
g0179,WT,drugB,2.5,0,1,1392.7518,
g0179,WT,drugB,2.5,0,2,1346.2671,
g0179,WT,drugB,2.5,0,3,1436.6985,
g0179,WT,drugB,5,0,1,1362.5281,
g0179,WT,drugB,5,0,2,1514.043,
g0179,WT,drugB,5,0,3,1203.4086,
g0179,WT,drugB,10,0,1,1097.9592,
g0179,WT,drugB,10,0,2,1344.2694,
g0179,WT,drugB,10,0,3,1404.8358,
g0179,WT,drugB,20,0,1,1183.9322,
g0179,WT,drugB,20,0,2,1219.1848,
g0179,WT,drugB,20,0,3,1299.7168,
g0179,WT,drugB,40,0,1,1461.6534,
g0179,WT,drugB,40,0,2,1458.3037,
g0179,WT,drugB,40,0,3,1638.5919,
g0179,WT,drugB,80,0,1,1192.213,
g0179,WT,drugB,80,0,2,1401.9724,
g0179,WT,drugB,80,0,3,1180.0281,
g0179,WT,DMSO,0,0,1,1168.5801,
g0179,WT,DMSO,0,0,2,1274.2596,
g0179,WT,DMSO,0,0,3,1236.7363,
g0179,WT,drugA,1.25,2,1,1366.4267,
g0179,WT,drugA,1.25,2,2,1420.9391,
g0179,WT,drugA,1.25,2,3,1327.4076,
g0179,WT,drugA,2.5,2,1,1173.6639,
g0179,WT,drugA,2.5,2,2,1386.2614,
g0179,WT,drugA,2.5,2,3,1197.6672,
g0179,WT,drugA,5,2,1,1270.1655,
g0179,WT,drugA,5,2,2,1341.0818,
g0179,WT,drugA,5,2,3,1532.4065,
g0179,WT,drugA,10,2,1,1301.3427,
g0179,WT,drugA,10,2,2,1265.5157,
g0179,WT,drugA,10,2,3,1417.9893,
g0179,WT,drugA,20,2,1,1437.7247,
g0179,WT,drugA,20,2,2,1598.4408,
g0179,WT,drugA,20,2,3,1197.8744,
g0179,WT,drugA,40,2,1,1500.3471,
g0179,WT,drugA,40,2,2,1523.4009,
g0179,WT,drugA,40,2,3,1437.5033,
g0179,WT,drugA,80,2,1,1430.6242,
g0179,WT,drugA,80,2,2,1482.6247,
g0179,WT,drugA,80,2,3,1474.1049,
g0179,WT,drugB,1.25,2,1,1182.1475,
g0179,WT,drugB,1.25,2,2,1309.8317,
g0179,WT,drugB,1.25,2,3,1244.5443,
g0179,WT,drugB,2.5,2,1,1263.8586,
g0179,WT,drugB,2.5,2,2,1414.5228,
g0179,WT,drugB,2.5,2,3,1417.2418,
g0179,WT,drugB,5,2,1,1467.0627,
g0179,WT,drugB,5,2,2,1262.4441,
g0179,WT,drugB,5,2,3,1357.4533,
g0179,WT,drugB,10,2,1,1490.7394,
g0179,WT,drugB,10,2,2,1317.6825,
g0179,WT,drugB,10,2,3,1332.5173,
g0179,WT,drugB,20,2,1,1197.7995,
g0179,WT,drugB,20,2,2,1364.0952,
g0179,WT,drugB,20,2,3,1281.1891,
g0179,WT,drugB,40,2,1,1421.897,
g0179,WT,drugB,40,2,2,1520.3935,
g0179,WT,drugB,40,2,3,1195.3166,
g0179,WT,drugB,80,2,1,1215.7055,
g0179,WT,drugB,80,2,2,1386.6154,
g0179,WT,drugB,80,2,3,1310.7867,
g0179,WT,DMSO,0,2,1,1345.6039,
g0179,WT,DMSO,0,2,2,1239.2379,
g0179,WT,DMSO,0,2,3,1518.6619,
g0179,WT,drugA,1.25,4,1,1518.2435,
g0179,WT,drugA,1.25,4,2,1231.3901,
g0179,WT,drugA,1.25,4,3,1526.4174,
g0179,WT,drugA,2.5,4,1,1261.0723,
g0179,WT,drugA,2.5,4,2,1571.4451,
g0179,WT,drugA,2.5,4,3,1313.5396,
g0179,WT,drugA,5,4,1,1365.6039,
g0179,WT,drugA,5,4,2,1327.018,
g0179,WT,drugA,5,4,3,1491.438,
g0179,WT,drugA,10,4,1,1291.0389,
g0179,WT,drugA,10,4,2,1403.5225,
g0179,WT,drugA,10,4,3,1086.1068,
g0179,WT,drugA,20,4,1,1203.6097,
g0179,WT,drugA,20,4,2,1595.7087,
g0179,WT,drugA,20,4,3,1443.8326,
g0179,WT,drugA,40,4,1,1394.6021,
g0179,WT,drugA,40,4,2,1460.9161,
g0179,WT,drugA,40,4,3,1569.0914,
g0179,WT,drugA,80,4,1,1520.3286,
g0179,WT,drugA,80,4,2,2126.7352,
g0179,WT,drugA,80,4,3,1627.8039,
g0179,WT,drugB,1.25,4,1,1400.269,
g0179,WT,drugB,1.25,4,2,1323.5918,
g0179,WT,drugB,1.25,4,3,1253.866,
g0179,WT,drugB,2.5,4,1,1205.9677,
g0179,WT,drugB,2.5,4,2,1218.4858,
g0179,WT,drugB,2.5,4,3,1249.2423,
g0179,WT,drugB,5,4,1,1405.3126,
g0179,WT,drugB,5,4,2,1369.062,
g0179,WT,drugB,5,4,3,1344.7722,
g0179,WT,drugB,10,4,1,1089.3249,
g0179,WT,drugB,10,4,2,1235.6424,
g0179,WT,drugB,10,4,3,1289.2668,
g0179,WT,drugB,20,4,1,1194.5597,
g0179,WT,drugB,20,4,2,1218.0462,
g0179,WT,drugB,20,4,3,1328.9824,
g0179,WT,drugB,40,4,1,1281.7522,
g0179,WT,drugB,40,4,2,1237.8965,
g0179,WT,drugB,40,4,3,1331.096,
g0179,WT,drugB,80,4,1,1362.429,
g0179,WT,drugB,80,4,2,1164.8417,
g0179,WT,drugB,80,4,3,1518.7691,
g0179,WT,DMSO,0,4,1,1472.6084,
g0179,WT,DMSO,0,4,2,1152.0642,
g0179,WT,DMSO,0,4,3,1197.9194,
g0179,WT,drugA,1.25,8,1,1292.5955,
g0179,WT,drugA,1.25,8,2,1402.4819,
g0179,WT,drugA,1.25,8,3,1268.699,
g0179,WT,drugA,2.5,8,1,1146.19,
g0179,WT,drugA,2.5,8,2,1294.282,
g0179,WT,drugA,2.5,8,3,1398.0653,
g0179,WT,drugA,5,8,1,1414.4228,
g0179,WT,drugA,5,8,2,1465.1342,
g0179,WT,drugA,5,8,3,1366.8337,
g0179,WT,drugA,10,8,1,1293.38,
g0179,WT,drugA,10,8,2,1367.4878,
g0179,WT,drugA,10,8,3,1804.3895,
g0179,WT,drugA,20,8,1,1575.7936,
g0179,WT,drugA,20,8,2,1466.4473,
g0179,WT,drugA,20,8,3,1445.8894,
g0179,WT,drugA,40,8,1,1375.2743,
g0179,WT,drugA,40,8,2,1545.0447,
g0179,WT,drugA,40,8,3,1515.0146,
g0179,WT,drugA,80,8,1,1818.8083,
g0179,WT,drugA,80,8,2,1768.545,
g0179,WT,drugA,80,8,3,1653.1385,
g0179,WT,drugB,1.25,8,1,1247.9396,
g0179,WT,drugB,1.25,8,2,1220.1449,
g0179,WT,drugB,1.25,8,3,1646.6488,
g0179,WT,drugB,2.5,8,1,1367.482,
g0179,WT,drugB,2.5,8,2,1594.8894,
g0179,WT,drugB,2.5,8,3,1236.277,
g0179,WT,drugB,5,8,1,1191.2905,
g0179,WT,drugB,5,8,2,1107.8319,
g0179,WT,drugB,5,8,3,1280.1964,
g0179,WT,drugB,10,8,1,1354.556,
g0179,WT,drugB,10,8,2,1322.3109,
g0179,WT,drugB,10,8,3,1180.6694,
g0179,WT,drugB,20,8,1,1348.3706,
g0179,WT,drugB,20,8,2,1411.0253,
g0179,WT,drugB,20,8,3,1671.4243,
g0179,WT,drugB,40,8,1,992.1915,
g0179,WT,drugB,40,8,2,1363.6329,
g0179,WT,drugB,40,8,3,1416.8182,
g0179,WT,drugB,80,8,2,1295.7395,
g0179,WT,drugB,80,8,3,1287.7528,
g0179,WT,DMSO,0,8,1,1424.2011,
g0179,WT,DMSO,0,8,2,1196.7652,
g0179,WT,DMSO,0,8,3,1261.3954,
g0179,WT,drugA,1.25,16,1,1259.3617,
g0179,WT,drugA,1.25,16,2,1496.2132,
g0179,WT,drugA,1.25,16,3,1418.6938,
g0179,WT,drugA,2.5,16,1,1559.8535,
g0179,WT,drugA,2.5,16,2,1582.3085,
g0179,WT,drugA,2.5,16,3,1201.2126,
g0179,WT,drugA,5,16,1,1618.6745,
g0179,WT,drugA,5,16,2,1432.5736,
g0179,WT,drugA,5,16,3,1587.2082,
g0179,WT,drugA,10,16,1,1359.1496,
g0179,WT,drugA,10,16,2,1861.5877,
g0179,WT,drugA,10,16,3,1320.4739,
g0179,WT,drugA,20,16,1,1426.2484,
g0179,WT,drugA,20,16,2,1660.6826,
g0179,WT,drugA,20,16,3,1632.9642,
g0179,WT,drugA,40,16,1,1447.9614,
g0179,WT,drugA,40,16,2,2075.4896,
g0179,WT,drugA,40,16,3,1648.5538,
g0179,WT,drugA,80,16,1,2163.8148,
g0179,WT,drugA,80,16,2,2536.683,
g0179,WT,drugA,80,16,3,2604.8006,
g0179,WT,drugB,1.25,16,1,1502.6499,
g0179,WT,drugB,1.25,16,2,1272.564,
g0179,WT,drugB,1.25,16,3,1430.5618,
g0179,WT,drugB,2.5,16,1,1318.596,
g0179,WT,drugB,2.5,16,2,1233.3955,
g0179,WT,drugB,2.5,16,3,1157.5793,
g0179,WT,drugB,5,16,1,1118.2928,
g0179,WT,drugB,5,16,2,1079.7483,
g0179,WT,drugB,5,16,3,1307.6723,
g0179,WT,drugB,10,16,1,1421.195,
g0179,WT,drugB,10,16,2,1435.1001,
g0179,WT,drugB,10,16,3,1294.5292,
g0179,WT,drugB,20,16,1,1236.8585,
g0179,WT,drugB,20,16,2,1473.5022,
g0179,WT,drugB,20,16,3,1448.717,
g0179,WT,drugB,40,16,1,1268.8492,
g0179,WT,drugB,40,16,2,1342.122,
g0179,WT,drugB,40,16,3,1631.8937,
g0179,WT,drugB,80,16,1,1200.2242,
g0179,WT,drugB,80,16,2,1297.5251,
