UniProtID,well,value
P10196,C4,249.4069
P10196,C5,242.1857
P10196,C6,251.6161
P10196,D1,166.3155
P10196,D2,158.1572
P10196,D3,171.2153
P10196,D4,403.7266
P10196,D5,359.1724
P10196,D6,409.4169
P10196,E1,412.7232
P10196,E2,497.1294
P10196,E3,423.0226
P10196,E4,379.4803
P10196,E5,398.3142
P10196,E6,440.1196
P10196,F1,370.5233
P10196,F2,362.3272
P10196,F3,393.3112
P10196,F4,478.0636
P10196,F5,430.5993
P10196,F6,330.0704
P10196,G1,380.1954
P10196,G2,395.1239
P10196,G3,364.4272
P10196,G4,338.0308
P10196,G5,408.5324
P10196,G6,339.8031
P10196,H1,315.8592
P10196,H2,425.6747
P10196,H3,279.5878
P10196,H4,475.3755
P10196,H5,440.0985
P10196,H6,384.2858
P10197,A1,3950.1314
P10197,A2,4471.2784
P10197,A3,4484.1387
P10197,A4,4459.1640
P10197,A5,4302.6196
P10197,A6,4133.8274
P10197,B1,4612.0822
P10197,B2,4665.8008
P10197,B3,5188.7043
P10197,B4,4673.3895
P10197,B5,4352.6577
P10197,B6,4666.5516
P10197,C1,4095.5025
P10197,C2,5039.5316
P10197,C3,3793.4600
P10197,C4,3586.7863
P10197,C5,4483.2040
P10197,C6,3846.0796
P10197,D1,4493.8274
P10197,D2,4181.0928
P10197,D3,4785.0377
P10197,D4,4491.0113
P10197,D5,4011.2387
P10197,D6,4486.1589
P10197,E1,4031.8408
P10197,E2,3289.0713
P10197,E3,4225.0694
P10197,E4,3835.5567
P10197,E5,4484.8921
P10197,E6,4460.6536
P10197,F1,3870.4083
P10197,F2,4693.7305
P10197,F3,3895.7088
P10197,F4,4217.6382
P10197,F5,4140.7843
P10197,F6,3787.4255
P10197,G1,3877.4580
P10197,G2,4277.8707
P10197,G3,4491.1363
P10197,G4,4693.9689
P10197,G5,4637.9887
P10197,G6,4149.7259
P10197,H1,4421.1127
P10197,H2,4966.8059
P10197,H3,4351.0166
P10197,H4,4502.7497
P10197,H5,3953.8771
P10197,H6,4673.0209
P10198,A1,159.2331
P10198,A2,139.8712
P10198,A3,128.5674
P10198,A4,173.2876
P10198,A5,142.1866
P10198,A6,152.8421
P10198,B1,165.7229
P10198,B2,114.2099
P10198,B3,134.2174
P10198,B4,127.2378
P10198,B5,185.5912
P10198,B6,133.9104
P10198,C1,135.8046
P10198,C2,120.4222
P10198,C3,118.6687
P10198,C4,136.7037
P10198,C5,138.0401
P10198,C6,137.4159
P10198,D1,134.8564
P10198,D2,135.3715
P10198,D3,148.2007
P10198,D4,176.8316
P10198,D5,158.6303
P10198,D6,139.4081
P10198,E1,153.4369
P10198,E2,149.2828
P10198,E3,143.1179
P10198,E4,135.8200
P10198,E6,158.9518
P10198,F1,156.2830
P10198,F2,177.0740
P10198,F3,142.4877
P10198,F4,158.7160
P10198,F5,144.2554
P10198,F6,137.4405
P10198,G1,131.9092
P10198,G2,169.8014
P10198,G3,127.4414
P10198,G4,125.4316
P10198,G5,146.7240
P10198,H1,159.2410
P10198,H2,154.3049
P10198,H3,145.7308
P10198,H4,133.3367
P10198,H5,182.9938
P10198,H6,149.1249
P10199,A1,93.8296
P10199,A2,91.0914
P10199,A3,104.8591
P10199,A4,83.7066
P10199,A5,86.8100
P10199,A6,111.1856
P10199,B1,111.3652
P10199,B2,95.6426
P10199,B3,97.6427
P10199,B4,115.3701
P10199,B5,102.4244
P10199,B6,98.2952
P10199,C1,104.3594
P10199,C2,89.4779
P10199,C3,82.5384
P10199,C4,101.9649
P10199,C5,105.4434
P10199,C6,103.3673
P10199,D1,103.6293
P10199,D2,93.3849
P10199,D3,78.5567
P10199,D4,96.0218
P10199,D5,97.3400
P10199,D6,97.2002
P10199,E1,93.6991
P10199,E2,87.3126
P10199,E3,101.6392
P10199,E4,102.2330
P10199,E5,91.7371
P10199,E6,93.2276
P10199,F1,104.3018
P10199,F2,94.8162
P10199,F3,91.1653
P10199,F4,98.6600
P10199,F5,101.2053
P10199,F6,108.4207
P10199,G1,112.1323
P10199,G2,99.4620
P10199,G3,85.8172
P10199,G4,96.9147
P10199,G5,98.1184
P10199,G6,108.0417
P10199,H1,91.5394
P10199,H2,86.2200
P10199,H3,98.6944
P10199,H4,91.9676
P10199,H5,92.2165
P10199,H6,99.5842
P10200,A1,15.5816
P10200,A2,13.8462
P10200,A3,14.4321
P10200,A4,15.4065
P10200,A5,15.1508
P10200,A6,15.5840
P10200,B1,13.3273
P10200,B2,12.9917
P10200,B3,13.9440
P10200,B4,14.8234
P10200,B5,12.0819
P10200,B6,13.9157
P10200,C1,13.7828
P10200,C2,17.0180
P10200,C3,14.1652
P10200,C4,14.5108
P10200,C5,14.2406
P10200,C6,12.9666
P10200,D1,14.0473
P10200,D2,15.2956
P10200,D3,9.5840
P10200,D4,15.3757
P10200,D5,14.9790
P10200,D6,13.3046
P10200,E1,15.3462
P10200,E2,13.6910
P10200,E3,13.8477
P10200,E4,13.9916
P10200,E5,13.5157
P10200,E6,15.6297
P10200,F1,13.9628
P10200,F2,15.1663
P10200,F3,14.9167
P10200,F5,14.8196
P10200,G1,14.0736
P10200,G2,13.5802
P10200,G3,14.4117
P10200,G4,13.1817
P10200,G5,14.4535
P10200,G6,12.7413
P10200,H1,14.6061
P10200,H2,13.8075
P10200,H3,14.3024
P10200,H4,13.7810
P10200,H5,17.1028
P10200,H6,15.7176
P10201,A1,954.0643
P10201,A2,1156.0772
P10201,A3,1106.4942
P10201,A4,1131.1466
P10201,A5,1205.1438
P10201,A6,1025.0676
P10201,B1,1217.6816
P10201,B2,1421.3330
P10201,B3,1006.3433
P10201,B4,1292.3267
P10201,B5,929.7407
P10201,B6,1237.5897
P10201,C1,978.5578
P10201,C2,1090.5575
P10201,C3,985.3607
P10201,C4,1300.1899
P10201,C5,927.3983
P10201,C6,1225.1141
P10201,D1,1284.2735
P10201,D2,1033.4019
P10201,D3,1049.2422
P10201,D4,1004.0526
P10201,D5,1029.2461
P10201,D6,958.2620
P10201,E1,1266.5327
P10201,E2,1364.6119
P10201,E3,933.5926
P10201,E4,1045.2075
P10201,E5,1230.0576
P10201,E6,1362.3736
P10201,F1,1242.7932
P10201,F2,1186.2345
P10201,F4,936.8696
P10201,F5,883.5805
P10201,F6,1234.2081
P10201,G1,1071.5535
P10201,G2,1424.3046
P10201,G3,1303.3163
P10201,G4,1266.4049
P10201,G5,1084.9857
P10201,G6,1285.6604
P10201,H1,1103.1689
P10201,H2,1158.7191
P10201,H3,963.4521
P10201,H4,1206.7281
P10201,H5,1077.6177
P10201,H6,1080.8670
P10202,A1,3466.6529
P10202,A2,3420.1767
P10202,A3,3324.1811
P10202,A4,4031.0113
P10202,A5,4161.8800
P10202,A6,3573.2045
P10202,B2,3546.6329
P10202,B3,3720.5876
P10202,B4,3722.3285
P10202,B5,3503.6044
P10202,B6,3209.8857
P10202,C1,3140.0781
P10202,C2,4120.3157
P10202,C3,3181.7879
P10202,C4,3990.2010
P10202,C5,3158.9659
P10202,C6,3537.3133
P10202,D1,3869.2276
P10202,D2,3405.5663
P10202,D3,3404.9396
P10202,D4,4271.6189
P10202,D5,3302.5366
P10202,D6,2570.2000
P10202,E1,3836.7216
P10202,E2,3758.1816
P10202,E3,3646.1865
P10202,E4,3285.0366
P10202,E5,3820.5635
P10202,E6,3176.7638
P10202,F1,3802.6114
P10202,F2,3588.6144
P10202,F3,4272.7846
P10202,F4,3637.2361
P10202,F5,3950.4382
P10202,F6,3965.0384
P10202,G1,3260.5484
P10202,G2,4034.0473
P10202,G3,3711.7375
P10202,G4,3911.6954
P10202,G5,3735.0069
P10202,G6,3575.9121
P10202,H1,4297.7053
P10202,H2,3739.1547
P10202,H3,3578.3565
P10202,H4,3253.9548
P10202,H5,3548.8352
P10202,H6,3455.0788
P10203,A1,465.3319
P10203,A2,507.6077
P10203,A3,430.4726
P10203,A4,367.9217
P10203,A5,388.9080
P10203,A6,403.0944
P10203,B1,417.0936
P10203,B2,395.3309
P10203,B3,391.3437
P10203,B4,466.5039
P10203,B5,413.4671
P10203,B6,515.6425
P10203,C1,623.3798
P10203,C2,479.3825
P10203,C3,371.1209
P10203,C4,419.1222
P10203,C5,536.2801
P10203,C6,507.9239
P10203,D1,423.1615
P10203,D2,443.4168
P10203,D3,533.1167
P10203,D4,405.2661
P10203,D5,545.7898
P10203,D6,395.2586
P10203,E1,418.4978
P10203,E2,445.8543
P10203,E3,422.2152
P10203,E4,357.0660
P10203,E5,430.7384
P10203,E6,367.8050
P10203,F1,374.8510
P10203,F2,503.7687
P10203,F3,412.1350
P10203,F4,449.4261
P10203,F5,408.7093
P10203,F6,453.2215
P10203,G1,401.4991
P10203,G2,400.2735
P10203,G3,456.3738
P10203,G4,501.2762
P10203,G5,457.8438
P10203,G6,441.0988
P10203,H1,438.8923
P10203,H2,416.3845
P10203,H3,412.2727
P10203,H4,445.2765
P10203,H5,469.7213
P10203,H6,538.3881
P10204,A1,317.6050
P10204,A2,329.8589
P10204,A3,319.2389
P10204,A4,330.0030
P10204,A5,414.4791
P10204,A6,331.3746
P10204,B1,348.7649
P10204,B2,368.7490
P10204,B3,341.7324
P10204,B4,374.5498
P10204,B5,327.2599
P10204,B6,323.6656
P10204,C1,268.2922
P10204,C2,317.9398
P10204,C3,316.0318
P10204,C4,344.1343
P10204,C5,415.3462
P10204,C6,340.1327
P10204,D1,296.5691
P10204,D2,304.9129
P10204,D3,303.5053
P10204,D4,319.6151
P10204,D5,297.1846
P10204,D6,334.5351
P10204,E1,339.0219
P10204,E2,344.7544
P10204,E3,336.7015
P10204,E4,295.6520
P10204,E5,335.5364
P10204,E6,349.7917
P10204,F1,348.6648
P10204,F2,296.2371
P10204,F3,312.4578
P10204,F4,341.6097
P10204,F5,385.0937
P10204,F6,354.6727
P10204,G1,379.5461
P10204,G2,320.0447
P10204,G3,346.4397
P10204,G4,379.2910
P10204,G5,302.9019
P10204,G6,349.5544
P10204,H1,408.2809
P10204,H2,337.4894
P10204,H3,319.3475
P10204,H4,317.0063
P10204,H5,305.9613
P10204,H6,331.8259
P10205,A1,293.7921
P10205,A2,252.3308
P10205,A3,270.3783
P10205,A4,278.9796
P10205,A5,270.5097
P10205,A6,280.1394
P10205,B1,237.5208
P10205,B2,281.2850
P10205,B3,238.4256
P10205,B4,241.1170
P10205,B5,276.7721
P10205,B6,280.8521
P10205,C1,297.7417
P10205,C2,284.8270
P10205,C3,280.4981
P10205,C4,277.4122
P10205,C5,244.5335
P10205,C6,302.9939
P10205,D1,252.4247
P10205,D3,294.4000
P10205,D4,284.3110
P10205,D5,252.0879
P10205,D6,280.2891
P10205,E1,302.9127
P10205,E2,252.3636
P10205,E3,295.9857
P10205,E4,293.7965
P10205,E5,243.2806
P10205,E6,274.2004
P10205,F1,262.1050
P10205,F2,268.8903
P10205,F3,257.8898
P10205,F4,369.3267
P10205,F5,234.4161
P10205,F6,265.6194
P10205,G1,282.3339
P10205,G2,249.3388
P10205,G3,274.9543
P10205,G4,299.2344
P10205,G5,300.8019
P10205,G6,281.5757
P10205,H1,306.3750
P10205,H2,265.6728
P10205,H3,301.7646
P10205,H4,302.0178
P10205,H5,293.1349
P10205,H6,295.1102
P10206,A1,2348.1207
P10206,A2,2048.8432
P10206,A3,1879.3919
P10206,A4,2083.1623
P10206,A5,2088.8363
P10206,A6,2018.2749
P10206,B1,1241.6334
P10206,B2,1378.7152
P10206,B3,1750.2644
P10206,B4,2790.9024
P10206,B5,2888.4212
P10206,B6,2692.1018
P10206,C1,2089.7717
P10206,C2,1919.0005
P10206,C3,1817.7773
P10206,C4,1732.7765
P10206,C5,1532.2836
P10206,C6,1701.3121
P10206,D1,1113.8778
P10206,D2,1198.4703
P10206,D3,1096.0226
P10206,D4,2655.0869
P10206,D5,2997.8620
P10206,D6,2875.8015
P10206,E1,2047.2583
P10206,E2,2185.0742
P10206,E3,2296.3792
P10206,E4,2014.6394
P10206,E5,1660.5781
P10206,E6,2167.9867
P10206,F1,1153.6144
P10206,F2,1273.6460
P10206,F3,1132.5362
P10206,F4,2709.0474
P10206,F5,2328.9618
P10206,F6,2430.3018
P10206,G1,1654.9648
P10206,G2,1549.7792
P10206,G3,1373.7153
P10206,G4,1216.3008
P10206,G5,1255.6706
P10206,G6,1068.5764
P10206,H1,579.1561
P10206,H2,412.8212
P10206,H3,531.6781
P10206,H4,2523.1668
P10206,H5,2668.6826
P10206,H6,3018.0965
P10207,A1,91.3928
P10207,A2,103.2147
P10207,A3,112.8060
P10207,A4,93.6450
P10207,A5,92.8391
P10207,A6,95.2934
P10207,B1,54.6117
P10207,B2,43.1985
P10207,B3,55.1150
P10207,B4,122.7579
P10207,B5,123.4675
P10207,B6,132.6628
P10207,C1,77.3182
P10207,C2,70.9193
P10207,C3,80.5614
P10207,C4,56.7692
P10207,C5,59.2179
P10207,C6,65.5372
P10207,D1,37.4155
P10207,D2,30.3206
P10207,D3,29.0282
P10207,D4,119.3319
P10207,D5,117.5898
P10207,D6,148.8542
P10207,E1,76.1578
P10207,E2,95.4173
P10207,E3,100.3107
P10207,E4,87.4067
P10207,E5,96.7352
P10207,E6,79.8011
P10207,F1,53.6830
P10207,F2,63.4140
P10207,F3,48.9508
P10207,F4,132.8983
P10207,F5,133.3892
P10207,F6,122.3987
P10207,G1,105.8120
P10207,G2,75.7379
P10207,G3,98.1134
P10207,G4,56.1762
P10207,G5,62.1175
P10207,G6,54.2305
P10207,H1,28.1086
P10207,H2,24.8267
P10207,H3,28.5276
P10207,H4,109.5893
P10207,H5,110.3215
P10207,H6,123.1457
P10208,A1,3518.5715
P10208,A2,3055.5113
P10208,A3,2903.5869
P10208,A4,3239.8658
P10208,A5,2771.1770
P10208,A6,2492.5360
P10208,B1,2586.1741
P10208,B2,3349.6318
P10208,B3,2765.1352
P10208,B4,2302.7947
P10208,B5,2786.9095
P10208,B6,3081.5327
P10208,C1,2673.1580
P10208,C2,2764.0435
P10208,C3,2539.0740
P10208,C4,2806.7231
P10208,C5,3460.1126
P10208,C6,3698.9348
P10208,D1,2965.5987
P10208,D2,2549.5753
P10208,D3,3203.2984
P10208,D4,3102.4388
P10208,D5,3282.9570
P10208,D6,3430.1756
P10208,E1,2982.3127
P10208,E2,2593.4436
P10208,E3,3211.0929
P10208,E4,2689.4100
P10208,E5,2830.6308
P10208,E6,3299.8844
P10208,F1,3147.7735
P10208,F2,3228.9265
P10208,F3,2810.4709
P10208,F4,3025.6284
P10208,F5,3005.3436
P10208,F6,2778.1590
P10208,G1,2833.2566
P10208,G2,2644.7180
P10208,G3,3667.9818
P10208,G4,2918.3870
P10208,G5,3156.3864
P10208,G6,2623.8563
P10208,H1,2732.7409
P10208,H2,3191.5934
P10208,H3,2877.4350
P10208,H4,2579.5411
P10208,H5,2858.0414
P10208,H6,2604.5088
P10209,A1,1391.1570
P10209,A2,1129.2524
P10209,A3,1356.9190
P10209,A4,1349.3505
P10209,A5,1194.9592
P10209,A6,1403.0940
P10209,B1,1394.9409
P10209,B2,1280.1948
P10209,B3,1430.1668
P10209,B4,1194.4908
P10209,B5,1398.5199
P10209,B6,1299.8827
P10209,C1,1223.8550
P10209,C2,1440.7587
P10209,C3,1231.8186
P10209,C4,1318.6573
P10209,C5,1579.6215
P10209,C6,1588.5732
P10209,D1,1426.3837
P10209,D2,1095.0968
P10209,D3,1180.0851
P10209,D4,1351.1823
P10209,D5,1266.7235
P10209,D6,1519.8814
P10209,E1,1402.9121
P10209,E2,1375.1083
P10209,E3,1186.6170
P10209,E4,1283.0271
P10209,E5,1529.2075
P10209,E6,1223.2772
P10209,F1,1294.2057
P10209,F2,1300.2069
P10209,F3,1266.5616
P10209,F4,1523.5210
P10209,F5,1358.7347
P10209,F6,1409.1438
P10209,G1,1209.0244
P10209,G2,1417.9849
P10209,G3,1249.0508
P10209,G4,1213.8525
P10209,G5,1417.0107
P10209,G6,1246.1822
P10209,H1,1407.5829
P10209,H2,1193.5658
P10209,H3,1378.9354
P10209,H4,1219.7407
P10209,H5,1315.3057
P10209,H6,1373.4955
P10210,A1,1925.8508
P10210,A2,1984.3509
P10210,A3,2366.9331
P10210,A4,2784.2354
P10210,A5,2700.7048
P10210,A6,3043.2343
P10210,B1,4140.1735
P10210,B2,4518.5385
P10210,B3,4433.0509
P10210,B4,2050.9174
P10210,B5,1889.0229
P10210,B6,2043.9260
P10210,C1,2451.5500
P10210,C2,2555.1274
P10210,C3,2989.6837
P10210,C4,3401.8771
P10210,C5,4595.0448
P10210,C6,4181.9800
P10210,D1,8595.1758
P10210,D3,8633.2055
P10210,D4,2004.6132
P10210,D5,2027.6874
P10210,D6,1629.9449
P10210,E1,2026.9185
P10210,E2,2224.2114
P10210,E3,2281.8731
P10210,E4,2672.4523
P10210,E5,2980.3223
P10210,E6,2580.2267
P10210,F1,4509.2712
P10210,F2,3813.4785
P10210,F3,3845.2199
P10210,F4,1751.3850
P10210,F5,2075.9180
P10210,F6,1753.9256
P10210,G1,2666.1545
P10210,G2,2789.3701
P10210,G3,2838.5609
P10210,G4,3638.5934
P10210,G5,4694.0783
P10210,G6,4155.2524
P10210,H1,11227.6391
P10210,H2,11188.6076
P10210,H3,9701.5366
P10210,H4,2065.2720
P10210,H5,1824.9898
P10210,H6,1822.3654
P10211,A1,182.7650
P10211,A2,200.9441
P10211,A3,192.1753
P10211,A4,217.1854
P10211,A5,226.6455
P10211,A6,172.2573
P10211,B1,215.9355
P10211,B2,188.7953
P10211,B3,217.2484
P10211,B4,195.4689
P10211,B5,225.0598
P10211,B6,207.9103
P10211,C1,234.7474
P10211,C2,156.3503
P10211,C3,224.2850
P10211,C4,262.0971
P10211,C5,151.9392
P10211,C6,169.1781
P10211,D1,237.7482
P10211,D2,190.0725
P10211,D3,201.1194
P10211,D4,199.0157
P10211,D5,235.6980
P10211,D6,182.7967
P10211,E1,192.4894
P10211,E2,208.6100
P10211,E3,175.6108
P10211,E4,182.4350
P10211,E5,208.5446
P10211,E6,186.2803
P10211,F1,200.4026
P10211,F2,203.7612
P10211,F3,189.5671
P10211,F4,240.4566
P10211,F5,187.6523
P10211,F6,186.4593
P10211,G1,207.5324
P10211,G2,220.8931
P10211,G3,183.2364
P10211,G4,208.2013
P10211,G5,193.7355
P10211,G6,209.4149
P10211,H1,209.1963
P10211,H2,227.5361
P10211,H3,202.9126
P10211,H4,253.8971
P10211,H5,203.3996
P10211,H6,203.2405
P10212,A1,482.8548
P10212,A2,498.9710
P10212,A3,456.0384
P10212,A4,546.4895
P10212,A5,539.3920
P10212,A6,498.3370
P10212,B1,604.5131
P10212,B2,459.0842
P10212,B3,515.7861
P10212,B4,549.2839
P10212,B5,569.6359
P10212,B6,465.0447
P10212,C1,660.4722
P10212,C2,503.3462
P10212,C3,583.2589
P10212,C4,421.2232
P10212,C5,476.1734
P10212,C6,403.4170
P10212,D1,596.2536
P10212,D2,555.5322
P10212,D3,507.2602
P10212,D4,526.4375
P10212,D5,451.9332
P10212,D6,447.0538
P10212,E1,460.0600
P10212,E3,530.4004
P10212,E4,530.4271
P10212,E5,461.8828
P10212,E6,489.4286
P10212,F1,449.9806
P10212,F2,633.7043
P10212,F3,521.4440
P10212,F4,557.8833
P10212,F5,584.2077
P10212,F6,485.5714
P10212,G1,477.4651
P10212,G2,583.3417
P10212,G3,502.1755
P10212,G4,380.0789
P10212,G5,601.7101
P10212,G6,589.1545
P10212,H1,584.4884
P10212,H2,583.7357
P10212,H3,542.4034
P10212,H4,562.3690
P10212,H5,572.4364
P10212,H6,525.5528
P10213,A1,102.0227
P10213,A2,89.3066
P10213,A3,102.2385
P10213,A4,83.7071
P10213,A5,83.3314
P10213,A6,89.4561
P10213,B1,100.9633
P10213,B2,91.1777
P10213,B3,75.1056
P10213,B4,85.8751
P10213,B5,89.1966
P10213,B6,99.5877
P10213,C1,81.1058
P10213,C2,101.4946
P10213,C3,103.4338
P10213,C4,108.6634
P10213,C5,96.7216
P10213,C6,92.6992
P10213,D1,101.6436
P10213,D2,116.3111
P10213,D3,102.4579
P10213,D4,97.4396
P10213,D5,88.4105
P10213,D6,108.5374
P10213,E1,118.3331
P10213,E2,110.1140
P10213,E3,98.2894
P10213,E4,101.4310
P10213,E5,79.9358
P10213,E6,96.2327
P10213,F1,83.8072
P10213,F2,96.5333
P10213,F3,98.2772
P10213,F4,94.9256
P10213,F5,106.4943
P10213,F6,91.1289
P10213,G1,105.0584
P10213,G2,86.6274
P10213,G3,82.2291
P10213,G4,113.3474
P10213,G5,109.5052
P10213,G6,101.0273
P10213,H1,85.9996
P10213,H2,90.5543
P10213,H3,110.5771
P10213,H4,99.6268
P10213,H5,97.1667
P10213,H6,114.5774
P10214,A1,74.5573
P10214,A2,82.1485
P10214,A3,78.9871
P10214,A4,50.4768
P10214,A5,67.6187
P10214,A6,65.3966
P10214,B1,37.4838
P10214,B2,44.5594
P10214,B3,45.8560
P10214,B4,70.8355
P10214,B5,74.1056
P10214,B6,86.1744
P10214,C1,58.6782
P10214,C2,57.6813
P10214,C3,59.0537
P10214,C4,39.8062
P10214,C5,42.1174
P10214,C6,46.6378
P10214,D1,16.5298
P10214,D2,17.1732
P10214,D3,18.5164
P10214,D4,83.1357
P10214,D5,85.2205
P10214,D6,86.9716
P10214,E1,61.9929
P10214,E2,71.9826
P10214,E3,58.7778
P10214,E4,36.8275
P10214,E5,37.9216
P10214,E6,46.1903
P10214,F1,24.7154
P10214,F3,22.1792
P10214,F4,93.4100
P10214,F5,77.7621
P10214,F6,80.6234
P10214,G1,46.8911
P10214,G2,43.1438
P10214,G3,41.2892
P10214,G4,22.8604
P10214,G5,23.0965
P10214,G6,25.3279
P10214,H1,6.1156
P10214,H3,5.3261
P10214,H4,75.0107
P10214,H5,83.2793
P10214,H6,92.2634
P10215,A1,181.5463
P10215,A2,224.2116
P10215,A3,196.9090
P10215,A4,197.5536
P10215,A5,177.8916
P10215,A6,157.3626
P10215,B1,167.3879
P10215,B2,189.9638
P10215,B3,193.6545
P10215,B4,178.4993
P10215,B5,166.6652
P10215,B6,164.9216
P10215,C1,176.4729
P10215,C2,215.7217
P10215,C4,188.3920
P10215,C5,194.7227
P10215,C6,189.0407
P10215,D1,162.6609
P10215,D2,194.7632
P10215,D3,173.2222
P10215,D4,183.8044
P10215,D5,195.1826
P10215,D6,199.6521
P10215,E1,185.2224
P10215,E2,182.3349
P10215,E3,203.3374
P10215,E4,167.5376
P10215,E5,209.5860
P10215,E6,188.5788
P10215,F1,175.3676
P10215,F2,184.5905
P10215,F3,177.2633
P10215,F4,218.0801
P10215,F5,190.8543
P10215,F6,197.4553
P10215,G1,175.7715
P10215,G2,169.3408
P10215,G3,196.2017
P10215,G4,183.9240
P10215,G5,196.6899
P10215,G6,187.1667
P10215,H1,159.6516
P10215,H2,185.3088
P10215,H3,173.9155
P10215,H4,191.0172
P10215,H5,206.1646
P10215,H6,164.0212
P10216,A1,994.1359
P10216,A2,878.0990
P10216,A3,934.5622
P10216,A4,806.6665
P10216,A5,825.7402
P10216,A6,869.0783
P10216,B1,766.9042
P10216,B2,739.5821
P10216,B3,838.7949
P10216,B4,929.2174
P10216,B5,797.5188
P10216,B6,898.0557
P10216,C1,710.5876
P10216,C2,888.1128
P10216,C3,741.6724
P10216,C4,852.1627
P10216,C5,938.7024
P10216,C6,864.4101
P10216,D1,683.1643
P10216,D3,825.9763
P10216,D5,846.5952
P10216,D6,881.3755
P10216,E1,778.8845
P10216,E2,874.8934
P10216,E3,756.0491
P10216,E4,838.7383
P10216,E5,796.9135
P10216,E6,825.6394
P10216,F1,807.2643
P10216,F2,712.5127
P10216,F3,865.6339
P10216,F4,785.8466
P10216,F5,775.6458
P10216,F6,851.4845
P10216,G2,834.6010
P10216,G3,855.0971
P10216,G4,717.5117
P10216,G5,807.3701
P10216,G6,768.1209
P10216,H1,778.5192
P10216,H2,1036.2371
P10216,H3,886.5488
P10216,H4,952.9200
P10216,H5,848.0515
P10216,H6,860.8658
P10217,A1,2293.9840
P10217,A2,2407.7398
P10217,A3,2330.6515
P10217,A4,2457.5612
P10217,A5,2620.3356
P10217,A6,2346.2532
P10217,B1,2939.7437
P10217,B2,2297.0755
P10217,B3,2538.3915
P10217,B4,3038.5043
P10217,B5,2472.0591
P10217,B6,2737.1849
P10217,C1,2855.9126
P10217,C2,2325.8458
P10217,C3,2470.6853
P10217,C4,2223.5836
P10217,C5,2300.6720
P10217,C6,2734.7776
P10217,D1,2272.1656
P10217,D4,2354.9353
P10217,D5,2504.0401
P10217,D6,2171.6016
P10217,E1,2557.1507
P10217,E2,2621.9213
P10217,E3,2263.4287
P10217,E4,2578.8412
P10217,E5,2508.9905
P10217,E6,2131.0866
P10217,F1,2607.2126
P10217,F2,2605.2736
P10217,F3,2644.1689
P10217,F4,2162.5989
P10217,F5,2795.9674
P10217,F6,2447.9288
P10217,G1,2633.7541
P10217,G2,1991.3181
P10217,G3,2488.7738
P10217,G4,2156.5070
P10217,G5,2743.5531
P10217,G6,2158.0688
P10217,H1,2718.1502
P10217,H2,2395.9330
P10217,H3,2363.1559
P10217,H4,1944.1822
P10217,H5,2345.6735
P10217,H6,3012.3632
P10218,A1,98.7102
P10218,A2,97.5926
P10218,A3,99.1670
P10218,A4,122.1517
P10218,A5,106.2715
P10218,A6,114.1162
P10218,B1,80.0278
P10218,B2,120.8717
P10218,B3,106.5473
P10218,B4,97.2734
P10218,B5,112.4781
P10218,B6,89.3743
P10218,C1,120.2570
P10218,C2,102.0581
P10218,C3,109.7427
P10218,C4,127.8208
P10218,C5,86.6383
P10218,C6,80.9695
P10218,D1,108.6707
P10218,D2,98.0775
P10218,D3,99.1761
P10218,D4,99.0434
P10218,D5,111.8263
P10218,D6,113.2417
P10218,E1,108.9316
P10218,E2,88.3065
P10218,E3,120.2964
P10218,E4,97.3769
P10218,E5,96.3514
P10218,E6,107.5635
P10218,F1,90.4875
P10218,F2,122.1753
P10218,F3,113.3139
P10218,F4,91.2053
P10218,F5,95.5999
P10218,F6,112.0244
P10218,G1,109.7387
P10218,G2,101.0762
P10218,G3,117.8209
P10218,G4,81.5440
P10218,G5,95.4503
P10218,G6,96.0824
P10218,H1,127.9709
P10218,H2,108.5310
P10218,H3,106.9488
P10218,H4,116.4611
P10218,H5,97.1288
P10218,H6,114.0934
P10219,A1,106.6834
P10219,A2,81.2644
P10219,A3,75.4298
P10219,A4,89.4736
P10219,A5,98.3525
P10219,A6,83.7530
P10219,B1,80.2112
P10219,B2,83.6216
P10219,B3,81.4889
P10219,B4,79.2611
P10219,B5,66.8363
P10219,B6,89.4295
P10219,C1,78.2320
P10219,C2,76.0699
P10219,C3,70.9570
P10219,C4,91.0123
P10219,C5,88.9816
P10219,C6,77.4536
P10219,D1,93.7231
P10219,D2,67.0754
P10219,D3,84.6537
P10219,D4,83.2440
P10219,D5,86.7586
P10219,E1,88.5086
P10219,E2,81.1544
P10219,E3,84.0889
P10219,E4,82.3934
P10219,E5,68.6013
P10219,E6,89.7456
P10219,F1,78.4441
P10219,F2,93.7238
P10219,F3,92.3257
P10219,F4,79.6563
P10219,F5,91.7521
P10219,F6,83.4966
P10219,G1,71.5602
P10219,G2,65.5214
P10219,G3,87.7920
P10219,G4,74.5240
P10219,G5,87.0867
P10219,G6,68.4964
P10219,H1,89.8285
P10219,H3,70.2800
P10219,H4,84.3146
P10219,H5,83.3848
P10219,H6,80.6415
P10220,A1,519.1808
P10220,A2,809.0955
P10220,A3,552.5245
P10220,A4,536.6571
P10220,A5,592.2244
P10220,A6,652.6578
P10220,B1,594.0852
P10220,B2,675.4162
P10220,B3,603.9661
P10220,B4,611.9805
P10220,B5,609.8780
P10220,B6,724.2911
P10220,C1,732.6237
P10220,C2,658.5815
P10220,C3,596.5694
P10220,C4,630.1772
P10220,C5,660.5908
